ID,Sentence,Article_ID,Article,Votes_Complexity,MOS_Complexity,Std_Complexity,Votes_Understandability,MOS_Understandability,Std_Understandability,Vote_Lexical_difficulty,MOS_Lexical_difficulty,Std_Lexical_difficulty
231,"Dann nennt man den Würfel einen fairen, idealen oder echten Würfel oder – nach Pierre-Simon Laplace, der an der Gleichverteilung forschte – einen Laplace-Würfel.",6,Spielwürfel,13,3.538461538,1.265924209,13,3.076923077,1.320450584,13,3.384615385,1.192927878
232,"Bei der Fertigung des Würfels treten immer Abweichungen auf (siehe Herstellung), durch die der Würfel nicht ganz ideal ist.",6,Spielwürfel,15,2.933333333,1.709915063,15,2.866666667,1.684664726,15,3.333333333,1.588650221
233,Für hochwertige Würfel kann man diese aber sehr gering halten.,6,Spielwürfel,7,1.428571429,0.534522484,9,2.555555556,1.740051085,9,3.222222222,1.922093766
234,"Wenn man von diesen Abweichungen absieht, dann ist Idealität eine Eigenschaft des Bauplans des Würfels, also unter anderem seiner geometrischen Form.",6,Spielwürfel,9,4.333333333,0.866025404,9,3.888888889,1.833333333,9,4.555555556,1.666666667
235,"Der Bauplan ist genau dann ideal, wenn die Ruhepositionen des Würfels aufgrund seiner Symmetrie erst durch eine Beschriftung unterscheidbar werden.",6,Spielwürfel,10,4,1.56347192,10,3.8,1.686548085,10,3.7,1.567021236
236,Ein Würfel wird meistens nach einem konvexen Polyeder gestaltet.,6,Spielwürfel,9,2.555555556,1.424000624,9,2.666666667,1.58113883,9,3.111111111,1.364225462
237,"Ein solches ist genau dann ideal, wenn seine Flächen alle die gleiche Form und Größe haben, und wenn man zwei Flächen nicht anhand ihrer relativen Position zu den anderen Flächen unterscheiden kann.",6,Spielwürfel,9,3.888888889,1.269295518,9,3.111111111,1.615893286,6,3.166666667,0.40824829
238,"Diese Bedingung erfüllen nur die fünf platonischen Körper, die catalanischen Körper, und gewisse Verzerrte dieser beiden Klassen, sowie Spindeln und Walzen.",6,Spielwürfel,10,4.2,1.813529401,9,5.222222222,0.666666667,9,5.888888889,0.78173596
239,Nebenbei werden diese Formen wegen ihrer Symmetrie als besonders ästhetisch empfunden.,6,Spielwürfel,9,2.555555556,0.726483157,9,2.222222222,1.481365736,9,3,1.118033989
240,"Andere Polyeder haben verschiedene Typen möglicher Landeflächen, wodurch sich deren Landewahrscheinlichkeiten unterscheiden können.",6,Spielwürfel,11,4.181818182,1.60113596,11,3.545454545,1.439696938,11,4.272727273,1.272077756
241,"Bei einigen Formen kann man versuchen, dies durch die richtige Wahl der Größenverhältnisse auszugleichen, etwa durch Streckung der Seitenflächen beim nebenstehenden Prisma als siebenseitiger Würfel.",6,Spielwürfel,14,4.071428571,0.997248963,14,3.928571429,0.997248963,14,4.357142857,1.008208072
242,"Allerdings können die Landewahrscheinlichkeiten neben der Geometrie noch von anderen Bedingungen abhängen, zum Beispiel von der Reibung zwischen Würfel und Unterlage oder – auch unbeabsichtigt – von der Wurftechnik.",6,Spielwürfel,8,4,1.511857892,8,3.375,1.597989809,8,4.375,1.597989809
243,"Wenn man diese Bedingungen nicht vorab kennt oder wenn sie wechseln, dann ist ein genauer Ausgleich von vornherein unmöglich.",6,Spielwürfel,12,3,1.705605731,12,2.833333333,1.466804401,12,3.083333333,1.505042031
244,"Würfel, die auf solchen Körpern beruhen, können deshalb nie wirklich ideal sein.",6,Spielwürfel,12,3.5,0.674199862,14,3,1.358732441,14,3.857142857,1.703261255
245,"Weitere Anforderungen sind, dass der Würfel gut – aber nicht zu lange – rollt und dass die Ruhelagen eine gewisse Stabilität aufweisen.",6,Spielwürfel,10,3.3,1.494434118,7,3.714285714,0.755928946,10,4.5,1.649915823
246,Hierdurch wird die Formgebung weiter eingeschränkt; so sind etwa Würfel mit einer hohen Zahl von Ruhelagen schwerer zu konstruieren.,6,Spielwürfel,9,3.333333333,0.866025404,10,3.3,0.483045892,13,3.846153846,1.519109051
247,"Oft werden die Ecken und Kanten abgerundet, um Rollverhalten und Handhabung zu verbessern.",6,Spielwürfel,14,3.357142857,1.008208072,14,2.928571429,1.384768001,14,3.714285714,1.489892687
248,"Beim Casinospiel Craps sowie von einigen Rollenspielern ist dies jedoch verpönt, da ungleichmäßige Abrundungen bestimmte Landeflächen bevorzugen könnten.",6,Spielwürfel,10,3.3,1.059349905,10,3.8,1.135292424,10,4,1.054092553
249,"Gelegentlich wird die Wahrscheinlichkeitsverteilung bewusst zugunsten bestimmter Ergebnisse manipuliert, möglichst ohne den Würfel optisch zu verändern, um sich im Spiel einen Vorteil zu verschaffen.",6,Spielwürfel,13,4.307692308,1.797434069,13,3.307692308,1.797434069,13,3.769230769,1.58922655
250,In diesem Fall nennt man den Würfel gezinkt.,6,Spielwürfel,8,3.625,0.744023809,9,3,1.5,9,3.888888889,1.763834207
252,"Zu stark gezinkte Würfel verraten sich durch eine torkelnde Rollbewegung, was beim Einsatz eines Würfelbechers aber nicht auffällt.",6,Spielwürfel,8,3.625,0.744023809,10,4.6,1.897366596,10,5.2,1.475729575
253,"Eine weitere Möglichkeit ist es, im Inneren des Würfels einen Dauermagneten zu platzieren, um den Würfelwurf bei Bedarf durch einen zweiten Magneten, den man zB unter die Tischplatte hält, zu beeinflussen.",6,Spielwürfel,10,3.2,1.316561177,10,3.4,2.118699811,10,4,2
254,"Um das Zinken zu erschweren, werden in Kasinos oft transparente Würfel eingesetzt.",6,Spielwürfel,11,2.909090909,1.700267359,11,2.818181818,1.470930441,11,3.545454545,1.809068067
255,"Ein Rasiermesser ist ein sehr scharfes Messer für die Nass-, seltener auch für die Trockenrasur, bestehend aus einer länglichen Stahlklinge und einem Griff.",7,Rasiermesser,10,2.2,1.549193338,10,2.5,1.900292375,10,3,2
256,Die Klinge ist zumeist aus nicht rostfreiem Kohlenstoffstahl gefertigt und hohl geschliffen.,7,Rasiermesser,10,3.6,0.516397779,12,3.25,1.815338686,12,3.25,1.658312395
257,"Für den Griff werden Materialien wie Holz, Perlmutt, Horn oder auch Kunststoff verwendet.",7,Rasiermesser,16,1.8125,0.655108134,11,2,0,15,2.066666667,0.703731551
259,"Rasiermesser dieser Bauart dominierten im 19 Jahrhundert, der „Goldenen Ära“ des Rasiermessers und wurden lange Zeit nur noch von professionellen Barbieren verwendet.",7,Rasiermesser,10,3.1,1.595131482,10,2.8,1.87379591,9,3.222222222,1.301708279
260,Seit einigen Jahren finden Rasiermesser jedoch auch zunehmend im Privatbereich wieder eine wachsende Verwendung.,7,Rasiermesser,10,2.7,0.948683298,10,3,1.632993162,10,4.1,1.728840331
261,Im Gegensatz zu Rasierhobeln und Systemrasierern fallen bei einem Rasiermesser nach der Anschaffung keine weiteren Kosten für Wechselklingen an.,7,Rasiermesser,13,3.461538462,1.506396618,13,3,1.154700538,9,3.222222222,0.833333333
262,Zudem können mit einem Rasiermesser gründlichere Rasuren erzielt werden.,7,Rasiermesser,8,1.75,0.707106781,7,1.571428571,0.534522484,7,1.857142857,0.690065559
263,"Jedoch bedarf die Benutzung einer gewissen Übung, um Verletzungen zu vermeiden.",7,Rasiermesser,10,2.5,0.971825316,10,2.3,1.567021236,10,3.3,1.766981104
264,"Die Klinge muss vor jeder Rasur auf einem Streichriemen abgeledert und in regelmäßigen Abständen nachgeschliffen werden, um die Schärfe der Schneide zu erhalten.",7,Rasiermesser,10,3.5,1.354006401,10,3.9,1.791957341,8,4.5,0.9258201
265,In Abgrenzung zum klassischen Rasiermesser wird ein Rasiermesser mit Wechselklinge als Shavette bezeichnet.,7,Rasiermesser,16,3.25,1,18,3.111111111,1.676441922,18,3.722222222,1.526455161
266,In Ägypten kam das Rasieren des Gesichts in der Frühdynastischen Periode (3100–2686 v Chr) zunächst bei den oberen Schichten in Mode und verbreitete sich später auch im Rest der Bevölkerung.,7,Rasiermesser,10,3.2,1.398411798,10,2.6,1.776388346,10,3,1.414213562
267,Rasiermesser bestanden aus Kupfer oder Bronze.,7,Rasiermesser,13,1.538461538,0.660225292,13,1.923076923,1.320450584,14,2.285714286,1.489892687
268,"Die Existenz von Barbieren ist durch Grabszenen belegt, so etwa im Grab des Userhet (KV45), eines hohen Beamten der 18 Dynastie (1550–1292 v Chr).",7,Rasiermesser,14,4.214285714,1.368804724,14,4.428571429,1.398586414,13,4.615384615,0.869718493
269,In Europa sind Rasiermesser nachweislich seit der Mittleren Bronzezeit in Gebrauch.,7,Rasiermesser,8,2.125,0.640869944,9,2.333333333,1.58113883,9,3.333333333,1.58113883
270,"Dabei werden zwei Typen unterschieden, die sich beide vom östlichen Mittelmeerraum aus im übrigen Europa verbreiteten, jedoch zu unterschiedlichen Zeiten.",7,Rasiermesser,9,3.666666667,1,8,2.375,0.744023809,10,3.8,1.549193338
271,"Doppelschneidige Rasiermesser kamen in Mittel- und Westeuropa, einschließlich der britischen Inseln, im 16 Jahrhundert v Chr in Gebrauch, einschneidige Rasiermesser dagegen ausschließlich in Skandinavien im 15 Jahrhundert v Chr.",7,Rasiermesser,12,3.25,1.356801051,12,2.166666667,1.029857301,12,3.166666667,1.696699113
272,"Die Funktion dieser Messer ist laut Frank Gnegel, Autor einer Kulturgeschichte der Selbstrasur, „durch erhaltene Haarreste an den Schneiden eindeutig belegt“.",7,Rasiermesser,8,3.25,0.88640526,9,3,1.118033989,10,4.3,1.636391694
273,"Dabei hatten Rasiermesser, so Gnegel, „anscheinend zusätzlich eine religiöse oder kultische Funktion, denn sie fanden sich nur in einem Teil der Männergräber und standen offensichtlich nur Familienoberhäuptern oder Personen aristokratischer Herkunft zu“.",7,Rasiermesser,10,4.6,1.646545205,10,3.7,1.888562063,10,4.7,1.33749351
274,Zur Zeit des Römischen Reiches unterlag die Verwendung von Rasiermessern der jeweiligen Mode.,7,Rasiermesser,8,3.25,0.707106781,10,3.4,1.505545305,6,3,0
275,"Der römische Gelehrte Marcus Terentius Varro schreibt in seinem Lehrbuch De re rustica, das Rasieren des Gesichts habe sich erst um 300 v Chr in Rom verbreitet, nachdem P Ticinius Menas einen Barbier aus Sizilien mitgebracht habe, und Plinius der Ältere schreibt in seiner Naturalis historia, Scipio der Jüngere sei der erste Römer gewesen, der sich jeden Tag rasierte.",7,Rasiermesser,12,4.083333333,1.781640375,12,2.416666667,1.56427929,12,3.333333333,1.775250729
276,"Auch im späteren Römischen Reich, insbesondere von der Regierung Hadrians bis zu den späten Severern und von der Herrschaft des Gallienus bis zur Römischen Tetrarchie, war das Rasieren eine selten geübte Praxis.",7,Rasiermesser,9,4.111111111,1.269295518,9,3.111111111,2.260776661,9,4,1.58113883
277,"Ein Rasiermesser (novacula) gehörte genauso wie ein Kamm (pecten), Spiegel (speculum), Schere (acitia) und Brennschere (calamistrum) zur Standardausstattung eines römischen Barbiers.",7,Rasiermesser,10,3.5,1.509230856,10,2.7,1.766981104,10,4.2,1.932183566
278,Das Messer wurde unter Verwendung von Öl auf einem Stein geschärft und nach dem Gebrauch in einem Kästchen aufbewahrt.,7,Rasiermesser,14,2.857142857,1.292412345,14,3.071428571,1.591529778,14,3.428571429,1.650840612
279,Laut Plinius dem Älteren wurden Spinnweben zur Versorgung von Schnitten im Gesicht verwendet.,7,Rasiermesser,9,3.666666667,1.414213562,6,3.666666667,0.816496581,9,3.666666667,1.870828693
280,In Pompeji gefundene Exemplare von frühen Klapp-Rasiermessern mit 12 Zentimeter langen trapezförmigen Klingen und Griffen aus Elfenbein gehörten als Luxusobjekte zum Hausstand höherer Schichten.,7,Rasiermesser,11,4.363636364,0.674199862,11,3.636363636,0.924416278,12,4.833333333,1.114640858
281,Seit der Spätantike war die Bartlosigkeit ein Kennzeichen des abendländischen Klerus.,7,Rasiermesser,10,3.1,1.370320319,8,3.625,0.916125381,10,4.6,0.966091783
282,Bei den Mönchsorden regelten genaue Vorschriften die Benutzung und Verwahrung der verwendeten Rasiermesser.,7,Rasiermesser,9,3.555555556,2.068278941,9,3.777777778,1.986062548,9,4.222222222,2.223610677
283,Sie wurden in einem geschlossenen Kasten aufbewahrt und von einem eigens hierfür bestimmten Bruder vor der Verwendung geschärft.,7,Rasiermesser,10,3.2,1.475729575,10,4.3,1.33749351,10,4.4,1.505545305
284,"Zur Rasur teilten sich die Mönche in Paare auf, bei denen jeweils ein Mönch das Rasiermesser und der andere eine Schüssel mit Wasser hielt.",7,Rasiermesser,13,3.846153846,1.625123269,10,3.3,0.483045892,12,3.166666667,1.029857301
285,Allerdings wurde das Rasieren nicht durchgängig einheitlich gehandhabt.,7,Rasiermesser,5,3.4,1.949358869,5,3.4,2.302172887,4,4.75,0.957427108
286,Mittelalterliche Bildquellen zeigen sowohl glattrasierte Kleriker als auch solche mit Vollbärten.,7,Rasiermesser,10,4.2,1.87379591,10,4.1,2.183269719,10,4.7,1.888562063
287,"Spätestens im 14 Jahrhundert etablierte sich das Handwerk der Barbiere, die neben medizinischen Tätigkeiten auch die Rasur vornahmen.",7,Rasiermesser,10,2.4,0.843274043,10,3.1,1.791957341,9,3.444444444,1.013793755
288,"Da die Verwendung von Seifenschaum beim Rasieren erst später üblich wurde, war das Rasieren mit dem Messer zu jener Zeit eine schmerzhafte Prozedur.",7,Rasiermesser,10,2.5,1.649915823,10,2.6,2.011080417,10,3.5,2.013840996
289,"Erleichtert wurde der Vorgang allein in Badestuben, in denen Wasser oder Dämpfe das Barthaar vor der Verwendung des Rasiermessers erweichten.",7,Rasiermesser,7,3.571428571,0.786795792,9,3.444444444,1.740051085,7,4.428571429,0.975900073
290,"Unter der Vereinbarkeit von Familie und Beruf versteht man seit dem 20 Jahrhundert die Möglichkeit Erwachsener im arbeitsfähigen Alter, sich zugleich Beruf und Karriere einerseits und dem Leben in der Familie und der Betreuung von Kindern und pflegebedürftigen Personen andererseits zu widmen, unter Berücksichtigung der Schwierigkeiten, die dabei auftreten können.",8,Vereinbarkeit von Familie und Beruf,14,4.071428571,1.685425567,14,3.357142857,1.598419549,14,3.571428571,1.452546078
291,"Sind auch Bereiche wie Freundschaften und Hobbys gemeint, wird etwas allgemeiner von Vereinbarkeit von Berufs-, Privat- und Familienleben gesprochen.",8,Vereinbarkeit von Familie und Beruf,12,3.583333333,1.240112409,12,3,1.206045378,12,3.833333333,1.466804401
292,"Der englischsprachige Begriff Work-Life-Balance bezeichnet ein anzustrebendes Gleichgewicht im Allgemeinen, auch für Singles, und wird vor allem in Bezug auf betriebliche Aspekte wie etwa familienfreundliche Arbeitszeiten sowie auf Möglichkeiten zur Verbesserung des individuellen Gleichgewichts verwendet.",8,Vereinbarkeit von Familie und Beruf,10,4,1.054092553,10,2.7,1.159501809,10,3.6,1.505545305
293,"Eine Balance zwischen verschiedenen Lebensbereichen zu ermöglichen, gilt als eine wichtige gesellschaftspolitische Herausforderung, als ein betrieblich relevantes Thema bezüglich Wirtschaftlichkeit und Organisationskultur sowie als ein sozial, kulturell und pädagogisch bedeutsames Thema bezüglich der Gestaltung von Familienkultur.",8,Vereinbarkeit von Familie und Beruf,10,4.9,1.449137675,10,3.8,1.619327707,8,4.875,0.640869944
294,Die Thematik berührt wichtige individuelle Fragen von Lebenseinstellung und Lebensstil.,8,Vereinbarkeit von Familie und Beruf,8,1.625,0.51754917,9,2,1.322875656,5,3,0
296,"Wurde die Vereinbarkeit von Familie und Beruf ursprünglich mehr als die Frage angesehen, ob sich Mutterschaft und Berufstätigkeit überhaupt vereinbaren lassen, entwickelte sich der gesellschaftliche Diskurs in den Industrienationen im Zuge der Emanzipation in die Richtung, wie sich für Mütter und Väter eine Berufstätigkeit mit der Erziehung der Kinder zeitlich vereinbaren lässt.",8,Vereinbarkeit von Familie und Beruf,13,4.846153846,1.724632997,13,3.307692308,1.377474463,13,4,1.224744871
297,"Diesem Diskurs liegt die Annahme zugrunde, dass die Eltern jeweils arbeiten wollen oder müssen, dass also die elterliche Berufstätigkeit subjektiv als wertvoll betrachtet wird, etwa weil sie Zufriedenheit gewährt, Sinn stiftet, die soziale Einbindung fördert, die wirtschaftliche Existenz bzw den Lebensstandard sichert oder weil mehrere dieser Gründe zutreffen.",8,Vereinbarkeit von Familie und Beruf,14,5.071428571,1.491735474,14,4.142857143,1.915810447,14,5.142857143,1.292412345
298,Sinkende Geburten- und Fertilitätsraten wirken sich in manchen Ländern auf die bisherige Sozial- und Familienpolitik sowie die Arbeitsmarktpolitik aus.,8,Vereinbarkeit von Familie und Beruf,13,3.307692308,2.015961945,13,3,1.471960144,13,3.692307692,1.84321347
299,"Angesichts der Veränderung der Altersstruktur und des Anstiegs der Lebenserwartung in vielen Ländern rückt inzwischen auch die Betreuung und Pflege älterer oder pflegebedürftiger Angehöriger stärker in den Mittelpunkt des Interesses, auch der Politik.",8,Vereinbarkeit von Familie und Beruf,10,4.3,1.33749351,10,4,1.632993162,6,5,0
300,Parallel dazu findet eine gesellschaftspolitische Debatte statt und vollzieht sich ein allmählicher Paradigmenwechsel in Bezug auf Beschäftigungsmodelle sowie in Bezug auf das zugrunde liegende Gesellschafts- und Familienmodell.,8,Vereinbarkeit von Familie und Beruf,7,3.285714286,0.951189731,9,3.111111111,1.691481928,9,3.666666667,1.732050808
301,"Diskutiert wird, inwieweit es wünschenswert sei, dass beide Eltern teilweise oder voll berufstätig sind, und wie die Unterstützung von Alleinerziehenden zu gestalten ist.",8,Vereinbarkeit von Familie und Beruf,10,3.5,1.433720878,10,3.4,1.577621275,10,3.9,1.523883927
302,Bis in die 1950er Jahre und länger war die Erwerbslosigkeit der Ehefrau – auch in der kinderlosen Ehe – Teil des bürgerlichen Familienideals.,8,Vereinbarkeit von Familie und Beruf,10,2.4,1.0749677,10,2.7,1.636391694,10,2.8,1.316561177
303,Wortprägungen wie „weibliche Doppelverdiener“ wie auch der damals negativ konnotierte Begriff „Schlüsselkind“ wiesen zu dieser Zeit in Westdeutschland auf ungern gesehene Abweichungen vom Frauen- und Familienleitbild.,8,Vereinbarkeit von Familie und Beruf,10,4.4,0.843274043,9,3.444444444,0.726483157,10,4.5,1.08012345
304,"Vielfach wurde vermutet, der technische Fortschritt des 20 Jahrhunderts werde mehrheitlich zur Verringerung der Arbeitszeit und zu einem Anwachsen der Freizeit führen.",8,Vereinbarkeit von Familie und Beruf,10,4,1.333333333,6,3.833333333,0.40824829,10,4.6,1.429840706
306,Diese Vorhersagen sind jedoch bisher nicht eingetreten.,8,Vereinbarkeit von Familie und Beruf,15,1.8,0.676123404,15,2.266666667,1.222799287,14,2.357142857,1.008208072
307,"Im Gegenteil stellt eine Familie heute dem Arbeitsmarkt im Durchschnitt tendenziell deutlich mehr Stunden Arbeitszeit zur Verfügung, als sie es Mitte des 20 Jahrhunderts tat.",8,Vereinbarkeit von Familie und Beruf,14,3,1.300887271,14,2.214285714,1.188313053,14,3.071428571,1.206666464
308,"Es wird gesagt, die gegenwärtige Ausrichtung der Gesellschaft und ökonomische Zwänge hätten vielmehr zu einem Anwachsen des Konsums, zu längeren Arbeitszeiten und zu einer Abwertung des Lebensbereichs Familie geführt.",8,Vereinbarkeit von Familie und Beruf,15,3.8,1.61245155,15,3.533333333,1.641718032,13,4.692307692,0.947330933
309,Um die Jahrtausendwende steht auch das Kindeswohl im Zentrum des Interesses.,8,Vereinbarkeit von Familie und Beruf,9,1.666666667,0.707106781,9,1.444444444,0.527046277,10,2.4,1.0749677
310,"Die Meinung, Vorschulkinder litten unter der Berufstätigkeit der Mutter, herrscht vor allem in den alten Bundesländern der Bundesrepublik Deutschland, und zwar stärker als in jedem anderen Land der EU.",8,Vereinbarkeit von Familie und Beruf,16,3.5,1.932183566,16,2.75,1.843908891,16,3.125,1.74642492
311,"Studien belegen, dass die Frage, ob Kinder aus der Situation einen Nachteil oder auch einen Vorteil beziehen, nicht mit „Ja“ oder „Nein“ beantwortet werden kann: Die Wirkung der Berufstätigkeit auf das Kind hängt von Kontextfaktoren ab, insbesondere vom Berufskontext, von der Art der Verwendung von Zeit und Geld, von der Qualität der nichtelterlichen Kinderbetreuung und von der Zufriedenheit der Frau mit ihrer Rolle.",8,Vereinbarkeit von Familie und Beruf,12,5,1.906925178,11,3.363636364,1.206045378,12,4.166666667,1.800673275
312,Die Thematik ist seit den 1990ern Ziel einer extensiven statistischen Langzeitstudie in den USA.,8,Vereinbarkeit von Familie und Beruf,10,2.5,1.08012345,10,2,1.247219129,10,2.4,1.505545305
313,"Teilweise vertreten verschiedene gesellschaftliche Gruppen jeweils den Standpunkt der Wahlfreiheit, allerdings mit unterschiedlicher Gewichtung: Die eine Seite hebt die Möglichkeit zur Erwerbsarbeit auch mit Kindern hervor, die andere betont die Freiheit, auch die traditionelle Familienform zu wählen.",8,Vereinbarkeit von Familie und Beruf,10,4.8,1.619327707,10,3.6,1.837873167,10,4.5,1.58113883
314,"Bei dieser gesellschaftlichen und politischen Debatte geht es immer auch um die Folgen der Modelle für die Gesellschaft, etwa um ökonomische Auswirkungen.",8,Vereinbarkeit von Familie und Beruf,10,2.4,0.966091783,9,1.444444444,0.726483157,10,2.9,1.728840331
315,"Heute gilt die Vereinbarkeit von Familie und Beruf als eine der zentralen Herausforderungen der Beschäftigungs- und Sozialpolitik in Europa und in den einzelnen europäischen Staaten zB Deutschland, Österreich und der Schweiz.",8,Vereinbarkeit von Familie und Beruf,9,2.666666667,0.707106781,10,2.9,1.91195072,10,3.4,1.95505044
316,In Deutschland werden Infrastrukturmaßnahmen in Kombination mit Änderungen der familienbezogenen Transferleistungen und der Besteuerung insbesondere als wesentlich für eine Verringerung der Kinder- und Familienarmut genannt.,8,Vereinbarkeit von Familie und Beruf,11,4.090909091,0.70064905,12,3.833333333,1.267304465,12,4.25,0.965307299
317,Die Vereinbarkeit von Familie und Beruf steht auch in engem Zusammenhang mit dem Ziel der Gleichstellung von Mann und Frau in der Gesellschaft in Familie und Beruf.,8,Vereinbarkeit von Familie und Beruf,9,2.333333333,0.866025404,10,2.1,1.197219,10,2.4,1.0749677
318,Die Arbeitsteilung in der Partnerschaft ist Gegenstand zahlreicher Untersuchungen.,8,Vereinbarkeit von Familie und Beruf,10,2,0.816496581,10,1.9,1.370320319,9,2.222222222,0.833333333
320,Dabei sei eine deutliche geschlechtsspezifische Teilung nach Art der Arbeit zu beobachten.,8,Vereinbarkeit von Familie und Beruf,14,2.642857143,1.392681026,13,1.538461538,0.660225292,14,2.285714286,1.437335753
321,"Auch wenn einzelne Aufgaben an andere Personen oder Institutionen delegiert werden, liege die Aufgabe der Organisation der Haus- und Familienarbeit meist bei der Frau.",8,Vereinbarkeit von Familie und Beruf,16,2.5,1.460593487,13,1.230769231,0.43852901,14,2,0.784464541
323,"Diese Erwartung wird im Zusammenhang mit der hohen Scheidungsrate, den sich ändernden Regelungen zum Unterhalt und der Diskussion um eventuelle Änderungen der Witwen-/Witwerrente in verstärktem Maß auch von der Gesellschaft an sie herangetragen.",8,Vereinbarkeit von Familie und Beruf,10,5,1.154700538,10,4.6,1.349897115,10,5.5,0.971825316
324,"Die Pluralisierung der Familienformen mit zunehmender Zahl von Patchwork- und Einelternfamilien erfordert gesellschaftliche Anpassungen, um eine finanzielle Überforderung der Unterhalt zahlenden Eltern beziehungsweise der Sozialsysteme zu vermeiden und zugleich allen Personen einen angemessenen Lebensunterhalt zu sichern.",8,Vereinbarkeit von Familie und Beruf,9,5.888888889,0.78173596,10,4.8,1.229272594,10,5.2,1.549193338
325,"So wird es zunehmend als wichtig angesehen, dass alle arbeitsfähigen Personen ihren Lebensunterhalt mittel- und langfristig selbstverantwortlich erwirtschaften können.",8,Vereinbarkeit von Familie und Beruf,16,3.125,1.5,16,2.8125,1.470544117,9,3,0
326,"Eine Berufstätigkeit beider Partner dient nicht nur dem momentanen finanziellen Vorteil und dem Berufsinteresse, sondern ebenfalls der Zukunftssicherung.",8,Vereinbarkeit von Familie und Beruf,10,1.9,0.875595036,10,2.3,1.251665557,10,3,1.414213562
327,"Dies bezieht sich auf die spätere Altersrente, aber auch auf Fälle von Arbeitslosigkeit, Arbeitsunfähigkeit oder Trennung, denn bei Erwerbstätigkeit beider Partner besteht eine geringere Abhängigkeit von staatlicher Unterstützung oder Unterhaltszahlungen.",8,Vereinbarkeit von Familie und Beruf,10,4.4,1.505545305,10,3.8,1.813529401,10,4.5,1.58113883
328,"In vielen Familien ist es zudem ökonomisch kaum möglich, dass sich ein Elternteil ganz der Haus- und Familienarbeit widmet – für eine zunehmende Zahl von Haushalten reicht Anfang des 21 Jahrhunderts ein Erwerbseinkommen allein nicht mehr zum Unterhalt einer Familie aus.",8,Vereinbarkeit von Familie und Beruf,6,4,0,10,3.8,1.619327707,10,4.6,1.264911064
329,Die Väterbewegung setzt sich für eine Gleichstellung von Mutter- und Vaterrolle ein .,8,Vereinbarkeit von Familie und Beruf,10,2.9,1.449137675,10,3,1.56347192,10,3.2,1.316561177
331,In dieser Situation verlieren Männer mit niedrigem Einkommens- und Bildungsniveau besonders häufig den Kontakt zu ihren Kindern.,8,Vereinbarkeit von Familie und Beruf,9,2,0.707106781,9,1.222222222,0.440958552,9,2,0.707106781
332,"Als Gründe dafür, dass Väter ihre Arbeitszeit relativ selten für die Familienarbeit reduzieren, werden u a finanzielle Nachteile aufgrund von Gehaltsunterschieden zwischen Männern und Frauen, fehlende Teilzeitstellen für höhere Positionen sowie eine Profitorientierung der Konzerne, die auf familiäre Bedürfnisse der Angestellten keine Rücksicht nehme, genannt.",8,Vereinbarkeit von Familie und Beruf,10,4.3,1.702938637,10,3.8,1.87379591,10,4.6,1.712697677
333,"Eine Retraditionalisierung der Rollen findet Studien zufolge oft nach der Geburt des ersten Kindes statt: selbst bei vorher weitgehend egalitärem Rollenverständnis beider Partner werden nach der Geburt vor allem die Auffassungen der Männer wieder traditioneller, während die der Frauen egalitär bleiben; dies führe oft zu Spannungen in der Partnerschaft.",8,Vereinbarkeit von Familie und Beruf,14,5.071428571,1.542439911,14,3.714285714,1.540657773,13,4.538461538,0.967417922
335,"Globale Erwärmung ist der beobachtete und prognostizierte Trend zu einer im Vergleich zu den vorindustriellen Werten höheren globalen Durchschnittstemperatur mit Folgen wie steigenden Meeresspiegeln, Gletscherschmelze, Verschiebung von Klimazonen, Vegetationszonen und Lebensräumen, verändertes Auftreten von Niederschlägen, stärkere oder häufigere Wetterextreme wie Überschwemmungen, Stürme und Dürren, Ausbreitung von Parasiten und tropischen Krankheiten sowie mehr Umweltflüchtlingen.",9,Folgen der globalen Erwärmung,12,5.5,1.732050808,12,4.583333333,1.729862492,12,4.916666667,1.621353718
336,Die prognostizierten und beobachteten negativen Auswirkungen des Klimawandels werden manchmal als „Klimakatastrophe“ bezeichnet.,9,Folgen der globalen Erwärmung,10,2.6,1.429840706,10,2.4,1.577621275,10,3.1,1.663329993
337,Einige der Folgen sind im Klimawandelindex quantitativ zusammengefasst.,9,Folgen der globalen Erwärmung,7,2.142857143,0.899735411,7,2.142857143,1.069044968,7,3,1.414213562
338,"Während über die Ursachen der globalen Erwärmung weitgehend Einigkeit besteht (hauptsächlich menschliche Emissionen von Treibhausgasen), werden ihre Folgen intensiv erörtert.",9,Folgen der globalen Erwärmung,8,4.625,1.060660172,9,3.555555556,1.810463415,9,4.777777778,1.394433378
339,"Einige Folgen sind bereits jetzt spürbar, andere werden erst für die Zukunft erwartet.",9,Folgen der globalen Erwärmung,9,2.555555556,1.130388331,9,2.111111111,1.054092553,8,2.375,0.916125381
340,"Nach einer Studie des Stockholm Resilience Centre von 2009 ist der ermittelte Grenzwert für den Kohlendioxidgehalt der Atmosphäre bereits um 11 % überschritten, so dass der anthropogene Klimawandel nach dem Artensterben das zweitgrößte globale ökologische Problem darstellt; er ist dabei auch ein wesentliches Merkmal des Anthropozäns sowie eine der Folgen der zunehmenden Hemerobie.",9,Folgen der globalen Erwärmung,13,4.769230769,1.640825308,13,4.307692308,1.931519928,13,4.769230769,1.739436985
